AC_NO,AC_TYPE,NR_REQUEST_DATE,CLOSE_DATE,MALFUNCTION,CORRECTIVE_ACTION
HL7586,330,2025-07-17 0:00:00,2025-07-18 4:19:24,HL7586 CBN ODOR T/S. (MO REQ),"(1) APU BLEED V/V DOWNSTREAM DUCT (FR97 TO FR79) INSP NML PER AMM TASK 36-12-41-400-801-A (2) APU AIR INTAKE DUCT OIL CONTAMINATION, SO CLEANED PER AMM TASK 49-16-00-100-801-A (3) APU AIR INTAKE FLAP INSP NML PER AMM TASK 49-16-00-200-801-A"
HL7587,330,2025-07-10 0:00:00,2025-07-10 22:11:13,APU AUTO SHUT DOWN DURING STARTING APU,"NO MAINTMSG, PERFORMED APU FUEL LINE BLEEDING AND THEN APU STARTING &amp; OPER RESULT NML PER AMM TASK 28-22-00-870-802-A/TASK 49-00-00-860-801-A01"
HL7587,330,2025-07-02 0:00:00,2025-07-03 17:36:32,APU FAILED,"MAINT MSG.282000, ACCORDING TO TSM 49-62-00-810-836-A, NO FAULT FOUND THEN RESET APU MASTER SW AND APU OPER` CHKED NML PER AMM TASK 49-00-00-710-801-A"
HL8002,330,2025-07-01 0:00:00,2025-07-02 4:22:59,WIRING CHK DUE FOR APU LCIT SENSOR ABNORMAL,"MAINT MSG : 492315, CONFIRMED FAULT, IAW TSM 49-23-00-810-801-A, WIRING CONTINUITY &amp; INSULATION CHK NML FROM APU LCIT SNSR TO APU ECB PER AWM 49-61-03, 49-15-01 (MI00010452)"
HL7585,330,2025-07-01 0:00:00,2025-07-05 12:06:02,"MEL 49-10-01A DEFER DUE (RELATED DEFER ITEM '1', PAGE 262222)",ALREADY COMPLETED BY W/O NBR: C42852939.
HL8002,330,2025-06-27 0:00:00,2025-07-01 23:30:00,[PREDICTIVE] APU LCIT SENSOR ABNORMAL,"FAULT CODE : 492315, REPLACED LCIT SNSR AND THEN OP CHK NML PER TSM TASK 49-23-00-810-801-A, AMM TASK 49-23-15-400-801-A "
HL7540,330,2025-06-21 0:00:00,2025-06-22 2:17:57,INSTALL DUE APU DMM FOR &quot; APU DMM Data Corruption&quot;,"NO MAINT MSG,CONFIRMED.INSTALLED APU DMM AND THEN APU O'P CHKED NML PER AMM 49-73-31-400-801-A"
HL7540,330,2025-06-19 0:00:00,2025-06-21 18:50:12,APU(S/N : R-371C) DEPRESERVATION DUE,PERFORMED APU DE-PRESERVATION AND APU OP CHK &amp; LEAK CHK NML PER AMM TASK 49-00-00-550-803-A.
HL8002,330,2025-06-04 0:00:00,2025-06-06 11:00:00,[PREDICTIVE] APU OIL TEMPERATURE TOO HIGH,NO MAINT MSG. REPLACED APU ECB THEN SYS OP CHK'D NML PER AMM TASK 49-61-34-400-801-A
HL8002,330,2025-06-01 0:00:00,2025-06-01 2:04:06,APU LCIT CHECK DUE FOR 'OIL TEMP TOO HIGH',"NO MAINT MSG, IAW TSM 49-23-00-810-801-A ECB BITE TEST NML, WIRING AND RESISTANCE CHKED NML FROM ECB TO LCIT(66&Omega;, NML: 55-67&Omega;) THEN CLEANED LCIT TERMINAL LUGS AND SYS OP TEST NML PER AMM 49-00-00-740-801-A /49-23-15-400-801-A"
HL8002,330,2025-05-30 0:00:00,2025-06-01 8:34:46,[PREDICTIVE] APU OIL TEMPERATURE TOO HIGH,"NO MAINT MSG, IAW TSM 49-23-00-810-801-A ECB BITE TEST NML, WIRING AND RESISTANCE CHKED NML FROM ECB TO LCIT(66&Omega;, NML: 55-67&Omega;) THEN CLEANED LCIT TERMINAL LUGS AND SYS OP TEST NML PER AMM 49-00-00-740-801-A /49-23-15-400-801-A"
HL8026,330,2025-05-27 0:00:00,2025-05-28 2:10:13,&quot;APU BLEED VALVE (59KH7)&quot;  MSG ON ACARS,MAINT MSG: 495151 IAW TSM TASK 49-62-00-810-841-A. REPLACED APU BLEED VALVE &amp; FILTER ELEMENT AND THEN OP' TEST &amp; LEAK CHK NML PER AMM TASK 49-51-51-400-801-A.
HL8026,330,2025-05-27 0:00:00,2025-05-28 1:30:00,&quot;APU BLEED VALVE (59KH7)&quot; MSG ON ACARS RELATED WIRING CHK DUE,"MAINT MSG 495151, NOT CONFIRMED. IAW TSM 49-62-00-810-841-A, WIRING CHKED NML FROM APU ECB TO APU BLEED VALVE(59KH7) , BUT REPLACED APU ECB BY MOT REQUEST THEN SYS OP TESTED NML PER AMM 49-61-34-400-801-A , AWM 49-15-01"
HL7586,330,2025-05-27 0:00:00,2025-05-26 23:40:00,SURGE CONTROL VALVE DUCT TORN,"NO MAINT MSG, REPLACED APU SURGE CONTROL VALVE DUCT SLEEVE AND LEAK CHK NML PER AMM TASK 49-51-52-400-801-A"
HL7553,330,2025-05-23 0:00:00,2025-05-24 1:35:28,FUEL APU AFT PUMP FAULT DISPLAYED DURING TAXI,MSG NO.282212 ACCORDING TO TSM TASK 28-22-00-810-801-A REPLACED APU AFT PUMP PRESS SWITCH (59KF17) AND THEN  INPUT PARAMETER CHECK &amp; APU O'P CHKED NML PER AMM TASK 49-34-11-400-801-A
HL7553,330,2025-05-21 0:00:00,2025-05-22 6:20:28,APU SURGE CONTROL V/V DRAIN HOSE TORN,"REPLACED APU SURGE CONTROL VALVE, DRAIN HOSE PER AMM TASK 49-51-52-400-801-A"
HL8026,330,2025-05-15 0:00:00,2025-05-21 1:00:00,[PREDICTIVE] APU LOAD CONTROL VALVE (59KH7) ABNORMAL OPERATION,APU BLEED CHK VLV INSPECTION NML PER AMM TASK 36-12-51-200-801-A. SO REPLACED APU BLEED VLV AND OP' &amp; LEAK CHK NML PER AMM TASK 49-51-51-400-801-A
HL8027,330,2025-05-14 0:00:00,2025-05-14 4:05:18,"WIRING CHK DUR FOR 'AFTER ENG SHUTDOWN, &quot;AIR APU BLEED FAULT&quot; APPEARED'","MAINT MSG: 492351, CONFIRMED FAULT 'IGV LVDT PRIMARY SHOWS OPEN CIRCUIT / FCN:046, I/A/W TSM 49-62-00-810-846-A, WIRING CHK'D NML FROM APU ECB(59KD) TO INLET GUIDE VANE ACTUATOR (59KE21) (MEASURE : 123.8&#8486;  REQUIRED VALUE : 94-126&#8486;) PER AWM 49-15-01"
HL8027,330,2025-05-13 0:00:00,2025-05-13 23:59:48,"AFTER ENG SHUTDOWN, &quot;AIR APU BLEED FAULT&quot; APPEARED","MAINT MSG NO : 492351. ACCORDING TO TSM TASK 49-00-00-810-810-A. REPLACED APU INLET GUIDE VANE ACTUATOR AND APU OPERATION &amp; LEAK CHECKED NORMAL PER AMM TASK 49-23-51-400-801-A (PME CONTROL NO : MI00022892, MI00022558, MI00023869)"
HL8027,330,2025-05-12 0:00:00,2025-05-12 4:14:14,"APU SURGE CONTROL VALVE TEMPORARY CANNIBALIZATION DUE ON UN-SVC APU (PART NO : 3800454-6, SN : P-1762) FOR HL8027 AIR APU BLEED FAULT ECAM DISPLAYED",REMOVED SURGE CONTROL VALVE PER AMM TASK 49-51-52-000-801-A (TEMPORARY CANNIBALIZATION AUTHORIZATION NO : MC16)
HL8027,330,2025-05-12 0:00:00,2025-05-13 7:45:00,APU AUTO S/D ON GRD.,"NO MAINT MSG, CONFIRMED(CMC &quot;APU&quot; MENU &quot;&lt;&quot; NOT DISPLAYED). SO, REPLACED APU ECB AND THEN SYS' OP' CHK'D NML PER AMM 49-61-34-400-801-A."
HL8027,330,2025-05-11 0:00:00,2025-05-12 6:42:59,AIR APU BLEED FAULT ECAM DISPLAYED,"MAINT MSG NO : 495152. ACCORDING TO TSM 49-62-00-810-843-A, REPLACED SURGE CONTROL VALVE FOR PREVENTIVE MAINT  &amp; LEAK CHK NML PER AMM TASK 49-51-52-400-801-A.,MAINT MSG 495152 ACCORDIND TO TSM 49-62-00-810-843-A, REPLACED ECB (59KD) AND THEN SYS OP TEST OK PER AMM TASK 49-61-34-400-801-A."
HL7587,330,2025-05-10 0:00:00,2025-05-11 2:52:05,APU AUTO SHUTDWN ON GRD T/S DUE,"NO ACCELERATION . ACCORDIRNG TO TSM TASK 49-62-00-810-836-A,FUEL LINE BEEDING AND APU PARAMETER NML PER AMM TASK 28-22-00-870-801-A (NPA:4405,IGV:49.922,P2A:13.8125,EGTA:459)"
HL7554,330,2025-05-07 0:00:00,2025-05-07 6:35:48,APU EXHAUST MUFFLER CIRCUMFERENTIAL DIRECTION CRACK (21&quot;),"REPLACED APU EXHAUST MUFFLER ASSY PER AMM TASK 49-81-45-000-801-A, TASK 49-81-45-400-801-A, PME : MI00020877"
HL7585,330,2025-05-03 0:00:00,2025-05-03 0:04:38,WIRING CHK DUE CONCERNING &quot;AFTER ENG SHUTDOWN ON GRD ECAM AIR APU BLEED FAULT DISPLAYED&quot;,"MAINT MSG:495151, CONFIRMED. IAW TSM 49-62-00-810-841-A WIRING CONTINUTY &amp; INSULATION CHKED NML FROM ECB TO APU BLEED V/V(59KH7) PER AWM 49-15-01"
HL7586,330,2025-04-30 0:00:00,2025-04-30 3:53:56,APU DISPLAYED ON MAINTENANCE STATUS.,"MAINT MSG : CHECK OIL QUANTITY, ACCORDING TO TSM TASK 49-00-00-810-876-A, ADDED OIL TO APU RESERVOIR PER AMM TASK 12-13-49-612-801-A."
HL7701,330,2025-04-26 0:00:00,2025-04-27 1:25:34,APU SURGE BLEED DUCT SLEEVE TORN,"NO MAINT MSG, REPLACED DUCT SLEEVE AND THEN APU OP' LEAK CHK NML PER AMM TASK 49-51-52-400-801-A"
HL7540,330,2025-04-23 0:00:00,2025-04-23 11:59:48,APU DMM REMOVE DUE (APU DMM DATA CORRUPTION CORRECTION - REQ MA),REMOVED APU DATA MEMORY MODULE PER AMM TASK 49-73-31-000-801-A
HL7586,330,2025-04-23 0:00:00,2025-04-23 1:05:50,FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20),"MAINT MSG 497331 , IAW TSM TASK 49-73-00-810-801-A SO REPLACED APU DMM  AND THEN INATALLATION TEST NML PER AMM  TASK 49-73-31-400-801-A"
HL7585,330,2025-04-16 0:00:00,2025-04-16 11:52:50,APU FAULT DURING APU START AFTER LANDING,"MAINT MSG NO:491651, APU MASTER SW' RE-START AND THEN APU OP' CHK'D NML PER AMM TASK 49-00-00-710-801-A"
HL8001,330,2025-04-15 0:00:00,2025-04-15 1:46:11,APU SURGE BLEED DUCT SLEEVE TORN,"NO MAINT MSG,REPLACED WITH SCV BLEED DUCT SLEEVE PER AMM TASK 49-51-52-400-801-A (PME NO  MI00016620)"
HL8708,330,2025-04-12 0:00:00,2025-04-12 15:00:00,APU SURGE CONTROL V/V APU FUEL DRAIN HOSE DETACHED,INSTALLED APU SURGE CONTROL VALVE(SVC) DRAIN CONNETOR AND THEN APU OPER TEST NML PER AMM TASK 49-51-52-400-801-A
HL7554,330,2025-04-12 0:00:00,2025-04-15 3:54:24,[39 SAVE] APU AUTO SHUT DOWN,"MAINT MSG24-43-51, ACCORDING TO TSM TASK 49-62-00-810-816-A, APU OIL FLUSHING&amp; LUB OIL FILETER&amp; SCAVENGE OIL FILTER CHAGED AND LEAKED CHKD NML PER AMM 49-00-00-710-801-A,MAINT MSG:242351 NOT CONFIRMED, IAW TSM 49-62-00-810-816-A WIRING CHKED NML FROM ECB TO APU GEN P4 PLUG THEN REPLACED ECB AND SYS OP TEST NML PER AWM 49-15-01, AMM 49-61-34-400-801-A"
HL7701,330,2025-04-09 0:00:00,2025-04-10 3:14:03,APU BLEED VLV P7 &amp; P12 PLUG BACKSHELL BROKEN,"NO MAINT' MSG &amp; FAULT CONFIRMED. REPLACED APU BLEED VALVE(59KH7) P7 &amp; P12 PLUG BACKSHELL AND THEN SYSTEM CHECKED NORMAL PER AWM49-15-01, AMM TASK49-00-00-710-801-A/-740-801-A &amp; 49-51-51-710-803-A"
HL7586,330,2025-04-09 0:00:00,2025-04-10 0:31:02,FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20) MSG MEMORIZED ON PFR,"MAINT MSG:493151. CONFIRMED DEFECT. IAW TSM 49-00-00-810-819-A, SYS WIRING CHK NML FROM ECB TO APU MEMORY MODUEL(59KV20)"
HL8002,330,2025-04-04 0:00:00,2025-04-05 2:47:39,FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20) MSG MEMORIZED ON PFR,"MAINT MSG:493151,ACCORDING TO TSM TASK 49-00-00-810-819-A, WIRING CHECK NORMAL FROM ECB TO  APU DMM. SO REPLACED APU DMM THEN APU BITE TEST NORMAL  PER AMM TASK 49-73-31-400-801-A"
HL7702,330,2025-04-04 0:00:00,2025-04-04 22:20:00,APU FUEL LINE BLEEDING DUE,"PERFORMED APU FUEL LINE BLEEDING AND APU OPERATION CHK NML PER AMM TASK 28-22-00-870-801-A, 49-00-00-710-801-A."
HL8708,330,2025-04-04 0:00:00,2025-04-06 14:13:15,APU BLEED VALVE NOT OPEN,LOG/107836/DC REPLACED APU BLEED V/V AND OP' &amp; LEAK CHK NML PER AMM TASK 49-51-51-400-801-A./MP00024000
HL8002,330,2025-04-03 0:00:00,2025-04-04 2:45:44,APU SURGE CONTROL V/V DUCT SLEEVE ABNML.,"NO MAINT MSG, REPLACED SLEEVE THEN LEAK TEST NML PER AMM TASK 49-51-52-400-801-A."
HL7585,330,2025-04-03 0:00:00,2025-04-04 1:00:00,LUBE PMP FTR SW(59KT36)/GEN SCAV FTR SW(59KT37) MSG ON PFR,"MAINT MSG : LUBE PMP FTR SW/ GEN SCAV FTR SW, ACCORDING TO TSM TASK 49-91-00-810-801-A, REPLACED LUB DELAT P SWITCH THEN LEAK TEST NML PER AMM TASK 49-91-15-400-802-A. (CANN FROM SPARE APU (S/N : P-1236), AUTH NO : 18257)"
HL8002,330,2025-04-02 0:00:00,2025-04-03 5:16:31,[39 SAVE] FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20) MSG ON ACARS,"MAINT MSG 493151, REPLACED  APU FLOW DIVIDER ASSY AND THEN OP'&amp; LEAK TEST NML PER AMM TASK 49-31-51-400-801-A, "
HL8002,330,2025-04-02 0:00:00,2025-04-03 1:59:47,WIRING CHK DUE FOR &quot;FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20)&quot; MSG MEMORIZED ON PFR,"MAINT MSG : 493151, ACCORDING TO TSM TASK 49-00-00-810-819-A, WIRING CHK NORMAL FROM ECB TO APU DMM PER AWM 49-15-01 P0013."
HL7585,330,2025-03-30 0:00:00,2025-03-31 1:00:00,MAINT STATUS APU_ SURGE CTL VALVE (59KH18) MSG ON TS DUE.,"MAINT MSG : SURGE CTL VALVE, ACCORDING TO TSM TASK 49-00-00-810-809-A. REPLACED SURGE CONTROL VALVE THEN TEST NML PER AMM TASK 49-51-52-400-801-A."
HL7587,330,2025-03-23 0:00:00,2025-03-24 4:59:56,APU LOAD COMPRESSOR DEGRADED(2ND),"NO MAINT MSG, IAW TSM TASK 49-00-00-810-825-A, FOUND APU IGV FORCE CHECK ABNML (LESS TAHN 20 LBF, ACTUAL 15), REPLACED IGV ACTUATOR OPER TEST &amp; LEAK TEST NML PER AMM TASK 49-23-51-400-801-A"
HL7524,330,2025-03-21 0:00:00,2025-03-21 18:12:01,ECAM FUEL APU AFT PUMP FAULT DISPLAYED AFTER APU START,"MSG NO.282000,ACCORDING TO TSM TASK 49-00-00-710-801-A,ECB BITE &amp; APU OPERATIONAL TEST NML PER AMM TASK 49-00-00-710-801-A"
HL7554,330,2025-03-21 0:00:00,2025-03-22 2:00:00,APU WAS AUTO SHUT DOWN BEFORE PUSH BACK ECAM ACTION AND RECYCLE COMPLETED (APU OPERATION NORMAL),"MAINT MSG : 244134, NOT CONFIRMED.  IAW TSM 49-62-00-810-816-A, APU OIL CONTAMINATION CHK, APU OIL LVL CHK, LUBE OIL FILTER &amp; GEN SCAV OIL FILTER CHK NML. REPLACED APU LUBE &amp; SCAV FILTER AND THEN APU OP TEST NML PER AMM 49-91-00-281-801-A, 12-13-49-612-801-A, 49-91-41-210-801-A, 49-00-00-710-801-A, 49-91-41-960-801-A."
HL8002,330,2025-03-21 0:00:00,2025-03-22 1:00:00,FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20) MSG ON PFR,"MAINT MSG 493151, REPLACED WITH APU FLOW DIVIDER ASSY AND THEN OP'&amp; LEAK TEST NML PER AMM TASK 49-31-51-400-801-A, TSM 49-00-00-810-819-A"
HL8002,330,2025-03-20 0:00:00,2025-03-20 1:33:45,FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20) MSG ON PFR,"CMS FAULT CODE : 493151, I/A/W TSM TASK 49-00-00-810-819-A, WIRING CHK BETWEEN ECB AND APU DMM IS NML. SO REPLACED APU DMM THEN APU BITE TEST NML PER AMM TASK 49-73-31-400-801-A"
HL7586,330,2025-03-20 0:00:00,2025-03-21 6:52:41,&quot;FLOW DIVDR ASSY(59KF25)/DATA MEMORY MDUL(59KV20)&quot; MSG MEMORIZED ON PFR,"MAINT MSG 493151. CONFIRMED. IAW TSM 49-00-00-810-819-A, WIRING CHECKED NORMAL FROM APU MEMORY MODULE TO APU ECB, FLOW DIVIDER ASSY. SO REPLACED APU MEMORY MODULE THEN SYSTEM CHECKED NORMAL PER AMM 49-73-31-400-801-A."
HL8708,330,2025-03-17 0:00:00,2025-03-29 9:07:12,APU EXHAUST MUFFLER DRAIN  HOSE(UPR) TORN.,REPLACED APU EXHAUST MUFFLER DRAIN  HOSE PER AMM TASK 49-81-45-400-801-A
HL7710,330,2025-03-15 0:00:00,2025-03-15 12:36:16,APU FAULT MESSAGE DISPLAYED AFTER APU START,NO MAINT MSG. RESTARTED APU AND CHECK NORMAL PER AMM TASK 49-00-00-710-801-A
HL7710,330,2025-03-15 0:00:00,2025-03-15 15:56:50,APU FAULT MESSAGE RE-CHK' DUE,"SYS REPORT SCAVENGE FILTER MEMORY SO, CHKED FILTER POP-OUT INDICATOR CHKED NML AND REPLACEMENT FILTERS PER AMM 49-91-41-960- 801-A"
HL7584,330,2025-03-13 0:00:00,2025-03-13 4:31:20,APU STARTER MOTOR ASSY REMOVE DUE CANNI FOR HL7584 (&#51076;&#49884;&#50976;&#50857;),"REMOVED STARTER MOTOR ASSY FROM SPARE APU (P/N : 3800454-6, S/N : R-538C) PER AMM TASK 49-42-51-000-801-A, AUTH NO : MC25"
HL7584,330,2025-03-13 0:00:00,2025-03-13 5:09:14,WIRING CHK DUE FOR &quot; DURING APU START ECAM APU FAULT DISPLAYED&quot;,"MAINT MSG: 494200 &amp; FAULT CONFIRMED. IAW TSM 49-00-00-810-827-A. PERFORMED APU SYS WIRING CHK FROM ECB TO MAIN START CONTACTOR (5KA) THEN FOUND FUSE(6KA1) MELTED. SO REPLACED FUSE(6KA1) THEN WIRING CHK'D NORMAL PER AWM 49-15-01, 49-42-01, 49-61-03 &amp; AMM 49-42-00-960-801-A&lt;PME CONT' No.: MI00015277, MI00011692&gt;"
HL8002,330,2025-03-13 0:00:00,2025-03-14 3:00:38,APU BLEED FAULT DIPLAYED ON ECAM.,"MAINT MSG : APU BLEED VALVE, ACCORDING TO TSM TASK 49-62-00-810-841-A, REPLACED APU BLEED VALVE THEN APU BLEED AIR SUPPLY TEST NML PER AMM TASK 49-51-51-400-801-A &amp; 49-51-51-710-803-A."
HL8708,330,2025-03-13 0:00:00,2025-03-25 13:59:56,APU EXHAUST MUFFLER BELLOWS TORN,"REPLACED APU EXHAUST MUFFLER BELLOWS PER AMM TASK 49-81-45-400-801-A/MP00024000,MP00022969,MP00015447,MP00026978"
HL8708,330,2025-03-13 0:00:00,2025-04-03 11:52:16,APU GENERATOR SCAVENGE OIL FILTER ELEMENT ELEC' CONNECTOR LOCK PIN ABNORMAL.(LOCK PIN OUT BY VIBRATION DURING APU OP'),"LOG/107830/CJ 1.REPLACED WITH NEW PRESSURE SWITCH AT APU OIL PUMP MODULE OIL FILTER PER AMM TASK 49-91-45-400-801-A PARA4-A/MP00012697,MP00025202,MP00029241/CANNI AUTH:18252/2025.04.02/&#44285;&#48393;&#44428;   2.PERFORMED OP'TEST AND THEN LEAK CHK NORMAL PER AMM TASK 49-91-45-400-801-A"
HL7584,330,2025-03-12 0:00:00,2025-03-13 8:10:12,DURING APU START ECAM APU FAULT DISPLAYED,"MAINT MSG : 494200. I/A/W  TSM TASK 49-00-00-810-827-A, FOUND APU STARTER MOTOR  SEIZED. SO, REPLACED APU STARTER MOTOR ASSY AND OP TESTED NML PER AMM TASK 49- 42-51-400-801-A"
HL7720,330,2025-03-09 0:00:00,2025-03-10 7:02:27,APU ACCESSORY FWD DRAIN MAST FUEL DROP,"NO MAINT MSG, FOUND FUEL LEAK FROM SURGE CONT VV DRAIN LINE, SO REPLACED APU SURGE COTROL V/V THEN LEAK TEST NML PER AMM TASK 49-51-52-400-801-A."
HL7553,330,2025-02-27 0:00:00,2025-02-28 5:17:00,APU FAULT DURING APU START AFTER LANDING,"FAULT CODE: 494141. IAW TSM TASK 49-41-00-810-814-A. REPLACED IGN PLUG, IGN LEAD AND EXCITER AND THEN APU OPS CHECKED, NORMAL. IAW AMM TASK 49-41-400-801-A, 49-41-43-400-801-A, 49-41-38-400-801-A"
HL7554,330,2025-02-27 0:00:00,2025-02-27 7:34:48,LUBE PUMP FILTER + GEN SCAV FILTER (5100KT9) MSG ON GRD REPORT,"NO MAINT MSG.  ACCORDING TO TSM TASK 49-62-00-810-916-A, DIFF PRESS IND' CHKED NML, REPLACED LUB AND GEN SCAV FILTER THEN APU OP' CHK NML PER AMM TASK 49-91-41-960-801-A, 49-00-00-710-801-A."
HL7554,330,2025-02-25 0:00:00,2025-02-25 11:57:58,AFTER LANDING ECAM APU FAULT DISPLAYED. ECAM ACTION COMPTETED,ALREADY DEFERRED LOG PAGE NO 213366 ITEM &quot;A&quot; ( MEL 49- 10-02B)
HL7554,330,2025-02-23 0:00:00,2025-02-27 7:43:30,[39 SAVE] &quot;FLAP OPEN&quot; MSG REMAINED AFTER APU SHUTDOWN AND AIR INTAKE FLAP ACTUAL OPENED,"NO MAINT MSG. ACCORDING TO TSM 49-16-00-810-801-A, REPLACED AIR INTAKE FLAP ACTUATOR(516KB) AND THEN OP' TEST NML PER AMM 49-16-51-400-801-A, 49-16-51-710-802-A."
HL8002,330,2025-02-21 0:00:00,2025-02-21 4:00:12,WIRING CHECK DUE FOR AIR APU BLEED FAULT DISPLAYED AFTER ENG SHUTDOWN,"MAINT MSG 495151. NOT CONFIRMED. IAW TSM 49-62-00-810-841-A, WIRING CHECKED NORMAL FROM ECB TO APU BLEED VALVE"
HL8002,330,2025-02-16 0:00:00,2025-02-17 21:13:12,AFTER L/D APU FAULT AUTO SHUT ECAM MSG DISPLAYED,"MAINT MSG 494138, IAW TSM NO 49-41-00-810-812-A, REPLACED IGNITION PLUGS AND APU OP' CHECKED NML PER AMM NO 49-41-41-400-801-A"
HL8002,330,2025-02-08 0:00:00,2025-02-09 5:23:38,APU FUEL LINE BLEEDING  DUE TO APU AUTO SHUT DOWN DURING OPERATION,"NO MAINT MSG. ACCORDING TO TSM TASK 49-62-00-810-836-A. PERFORMED BLEEDING OF THE APU FUEL LINE THEN APU OP TEST NORMAL PER AMM TASK 28-22-00-870-801-A, 49-00-00-710-801-A"
HL7710,330,2025-02-02 0:00:00,2025-02-02 12:56:53,&quot;APU FAULT&quot; MSG IS DISPLAYED DURING TAXI AFTER LANDING,"NO MAINT MSG. ACCORDING TO TSM TASK 49-62-00-810-836-A, RESETED APU MASTER SW AND TEST NORMAL PER AMM TASK 49-00-00-710-801-A"
HL8003,330,2025-02-02 0:00:00,2025-02-03 5:54:17,APU BLEED ABNML' CONCERN WRG CHK DUE,"MAINT MSG 495151. IAW TSM TASK 49-62-00-810-841-A, WRG CHK'D NML FROM ECB(59KD) TO APU BLD V/V(59KH7) PER AWM 49-15-01"
HL7586,330,2025-02-02 0:00:00,2025-02-04 1:00:12,"DURING RAMP IN, APU FAULT  AUTO SHUT DOWN","MAINT MSG NO. 494200. IAW TSM TASK 49-62-00-810-811-A, FOUND APU STARTER MOTOR SEIZED. SO, REPLACED APU STARTER MOTOR ASSY AND THEN APU OP CH'KED NML PER AMM TASK 49-42-51-400-801-A.,MAINT MSG:494200. FOUND FUSE&lt; 6KA1 &gt;  OPEN, IAW TSM 49-00-00-810-827-A, REPLACED FUSE &lt; 6KA1 &gt; AND SYSTEM CHECK NORMAL PER AMM 49-42-00-960-801-A."
HL7554,330,2025-01-24 0:00:00,2025-01-25 6:30:00,"AFTER LANDING, APU FAILED DURING APU START","MAINT MSG NO 494138,  ACCORDING TO TSM TASK  49-00-00-810-881-A, REPLACED APU IGNITION EXCITER/PLUGS AND APU START &amp;  OPERATION  TEST NML PER AMM TASK 49-41-38-400-801-A"
HL7584,330,2025-01-24 0:00:00,2025-02-02 14:05:45,APU ENG DRAIN LINE(UPR) HOSE TORN.,REPLACED APU ENG DRAIN LINE(UPR) PER AMM TASK 49-11-11-400-801-A
HL7710,330,2025-01-22 0:00:00,2025-01-23 6:20:26,APU MASTER SWITCH SOMETIMES BLINKING,"NO MAINT MSG, NOT CONFIRMED.&nbsp;APU MASTER SW&nbsp;CHKED NO BLINKING. BUT REPLACED&nbsp;APU MASTER SW&nbsp;FOR PREVENTIVE MAINT AND ANN LT TEST &amp;&nbsp;APU&nbsp;OPERATIONAL TEST NML PER AMM 33-14-00-710-801-A,49-00-00-740-801-A"
HL8027,330,2025-01-22 0:00:00,2025-01-26 6:09:51,APU DEACTIVATION DUE &lt;RELATED LOG PAGE NO: 216782 ITEM &quot;C&quot;&gt;,"APU FUEL VENT BLEED AND OP CHKED NML AS PER 28-22-00-870-801A,49-00-00-860-801-A"
HL8027,330,2025-01-20 0:00:00,2025-01-21 5:00:46,DURING RAMP IN ECAM APU FAULT DISPLAYED AFTER RESET BACK TO NORM,"MAINT MSG 499145, ACCORDING TO TSM TASK 49-62-00-810-916-A, DIFF PRESS IND CHKED NML, REPLACED LUB PUMP FILTER/ GEN SCAV FILTER AND THEN APU OPER CHK NML PER AMM TASK 49-91-41-960-801-A, 49-00-00-710-801-A"
HL8001,330,2025-01-20 0:00:00,2025-01-22 1:00:12,APU INOP,"MAINT MSG :499144, ACCORDING TO TSM TASK 49-62-00-810-815-A, T/S RESULT, OIL COOLER (5100KT8)/COOL FAN ASSY (5100KH6) MEMORY, REPLACED OIL COOLER &amp; COOL FAN ASSY AND APU OP' &amp; LEAK CHECK NML PER AMM TASK 49-91-44-400-801, "
HL7702,330,2025-01-19 0:00:00,2025-01-19 12:18:48,APU FAULT AFTER LANDING,"NO MAINT MSG, RECYCLED APU START CTL PWR C/B 742VU PNL AND THEN APU OP' CHECKED NORMAL PER AMM TASK 49-00-00-860-801-A"
HL7702,330,2025-01-19 0:00:00,2025-01-20 3:15:25,APU FAULT AFTER LANDING,"MAINT MSG NO 499145, ACCORDING TO TSM 49-62-00-810-916-A, REPLACED LUBE PUMP FILTER/GEN' SCAVENGE FILTER AND APU O'P TEST NML PER AMM 49-91-41-960-801-A"
HL8027,330,2025-01-19 0:00:00,2025-01-20 3:48:47,[39 SAVE] MAINTENANCE STATUS APU MEMORIZED ON PFR,"M/MSG. 493151. IAW TSM TASK 49-00-00-810-819-A. WIRING CHECK NML (APU ECB ~ DMM), REPLACED APU DMM AND THEN SYSTEM CHECK NORMAL PER AMM TASK 49-73-31-400-801-A"
HL7710,330,2025-01-18 0:00:00,2025-01-18 9:27:35,APU MASTER SWITCH P/B ON/R LIGHT BULB INOP,NO MAINT MSG REPLACED APU MASTER SW BUTTON LAMP THEN APU SYSTEM BITE OP TEST NML PER AMM TASK 49-00-00-740-801-A
